s,a,r,sp
28704,6,-100,29207
29207,6,-100,29210
29210,7,-225,29713
29713,3,-25,29216
29216,6,-100,29720
29720,1,-225,29222
29222,5,-25,29225
29225,1,-225,28728
28728,3,-25,28230
28230,1,-225,27732
27732,5,-25,27234
27234,1,-225,26735
26735,2,-100,26236
26236,2,-100,25736
25736,3,-25,25236
25236,1,-225,24236
24236,2,-100,23735
23735,1,-225,23234
23234,6,-100,23233
23233,7,-225,23231
23231,7,-225,23230
23230,6,-100,23229
23229,1,-225,22727
22727,3,-25,22225
22225,2,-100,21723
21723,3,-25,21221
21221,1,-225,21218
21218,1,-225,20715
20715,7,-225,20712
20712,1,-225,20209
20209,4,0,20205
20205,2,-100,20202
20202,7,-225,20198
20198,7,-225,20695
20695,3,-25,20692
20692,3,-25,20689
20689,4,0,20686
20686,3,-25,20683
20683,2,-100,20681
20681,2,-100,20678
20678,6,-100,21175
21175,4,0,21673
21673,4,0,21670
21670,3,-25,22168
22168,4,0,22667
22667,2,-100,22665
22665,5,-25,23164
23164,6,-100,23663
23663,1,-225,24162
24162,7,-225,24662
24662,7,-225,25662
25662,1,-225,25663
25663,5,-25,26164
26164,2,-100,26165
26165,6,-100,27166
27166,2,-100,27168
27168,2,-100,27169
27169,6,-100,27671
27671,1,-225,27673
27673,2,-100,27676
27676,7,-225,28678
28678,5,-25,29181
29181,2,-100,28684
28684,1,-225,28686
28686,3,-25,28689
28689,2,-100,28692
28692,7,-225,29195
29195,7,-225,29698
29698,1,-225,29201
29201,2,-100,29204
29204,7,-225,29207
29207,1,-225,29210
29210,2,-100,28713
28713,5,-25,28715
28715,7,-225,29218
29218,6,-100,29221
29221,3,-25,28724
28724,5,-25,28727
28727,5,-25,28729
28729,4,0,28232
28232,5,-25,28234
28234,6,-100,28236
28236,4,0,28238
28238,7,-225,27741
27741,5,-25,27743
27743,6,-100,27744
27744,4,0,27246
27246,1,-225,26747
26747,4,0,26248
26248,2,-100,25248
25248,7,-225,25248
25248,2,-100,24248
24248,2,-100,23747
23747,6,-100,23746
23746,3,-25,23245
23245,2,-100,22243
22243,5,-25,22241
22241,5,-25,21739
21739,7,-225,21736
21736,3,-25,21234
21234,7,-225,21231
21231,5,-25,21228
21228,7,-225,21226
21226,2,-100,20723
20723,3,-25,20220
20220,5,-25,20216
20216,7,-225,20713
20713,3,-25,20210
20210,3,-25,20207
20207,7,-225,20203
20203,6,-100,20700
20700,4,0,20697
20697,3,-25,20694
20694,2,-100,20691
20691,3,-25,20688
20688,2,-100,20185
20185,7,-225,20682
20682,7,-225,21179
21179,6,-100,22177
22177,7,-225,22676
22676,6,-100,23174
23174,4,0,23673
23673,4,0,23673
23673,7,-225,24672
24672,3,-25,24672
24672,4,0,25172
25172,2,-100,25172
25172,4,0,25173
25173,7,-225,26173
26173,4,0,26174
26174,1,-225,26175
26175,6,-100,27177
27177,1,-225,27178
27178,2,-100,26679
26679,1,-225,26681
26681,1,-225,26682
26682,6,-100,27184
27184,3,-25,27186
27186,3,-25,27687
27687,6,-100,28190
28190,5,-25,28192
28192,1,-225,28194
28194,7,-225,28697
28697,3,-25,28699
28699,4,0,28702
28702,7,-225,28705
28705,7,-225,29208
29208,2,-100,28710
28710,2,-100,28713
28713,7,-225,28715
28715,1,-225,28218
28218,1,-225,27720
27720,2,-100,27222
27222,7,-225,27723
27723,7,-225,27725
27725,3,-25,27227
27227,2,-100,26728
26728,5,-25,26729
26729,2,-100,26230
26230,5,-25,25731
25731,5,-25,25731
25731,1,-225,25232
25232,7,-225,25232
25232,7,-225,25232
25232,1,-225,24732
24732,5,-25,24732
24732,6,-100,24731
24731,1,-225,24231
24231,2,-100,23230
23230,6,-100,23729
23729,4,0,23227
23227,1,-225,22726
22726,3,-25,22224
22224,6,-100,22222
22222,5,-25,22220
22220,6,-100,22719
22719,1,-225,22217
22217,1,-225,21714
21714,7,-225,21712
21712,2,-100,21710
21710,3,-25,21207
21207,6,-100,21705
21705,1,-225,21202
21202,3,-25,21199
21199,4,0,21197
21197,4,0,21194
21194,3,-25,21191
21191,7,-225,21689
21689,4,0,21687
21687,3,-25,21685
21685,1,-225,21683
21683,6,-100,22181
22181,3,-25,22179
22179,6,-100,23177
23177,6,-100,23677
23677,3,-25,23676
23676,4,0,24175
24175,7,-225,24675
24675,2,-100,24675
24675,2,-100,24674
24674,4,0,25174
25174,5,-25,25675
25675,6,-100,26176
26176,2,-100,26176
26176,1,-225,26177
26177,6,-100,26678
26678,2,-100,26680
26680,7,-225,27181
27181,2,-100,27183
27183,4,0,27184
27184,5,-25,27686
27686,5,-25,28189
28189,6,-100,28691
28691,4,0,28694
28694,3,-25,28696
28696,5,-25,28699
28699,1,-225,28702
28702,6,-100,29205
29205,6,-100,29208
29208,2,-100,29211
29211,7,-225,29214
29214,7,-225,29217
29217,6,-100,29720
29720,7,-225,29724
29724,7,-225,29727
29727,1,-225,29230
29230,4,0,29233
29233,6,-100,29236
29236,2,-100,28738
28738,1,-225,27740
27740,4,0,27242
27242,4,0,27244
27244,4,0,26745
26745,4,0,26246
26246,4,0,25746
25746,4,0,25247
25247,6,-100,25247
25247,4,0,24747
24747,3,-25,24246
24246,1,-225,23745
23745,5,-25,23244
23244,7,-225,23243
23243,6,-100,23242
23242,6,-100,23240
23240,2,-100,22238
22238,3,-25,21736
21736,4,0,21734
21734,1,-225,20731
20731,7,-225,20728
20728,1,-225,20225
20225,1,-225,19721
19721,5,-25,19718
19718,4,0,19714
19714,5,-25,19710
19710,7,-225,20207
20207,2,-100,19703
19703,3,-25,19699
19699,3,-25,19195
19195,4,0,19692
19692,2,-100,19188
19188,1,-225,19184
19184,2,-100,19180
19180,2,-100,19175
19175,5,-25,19672
19672,1,-225,19668
19668,5,-25,20164
20164,6,-100,20662
20662,7,-225,21659
21659,7,-225,22157
22157,6,-100,23156
23156,6,-100,24156
24156,1,-225,24155
24155,3,-25,24655
24655,2,-100,24655
24655,1,-225,24655
24655,6,-100,25655
25655,7,-225,26656
26656,5,-25,27158
27158,4,0,27660
27660,1,-225,27662
27662,2,-100,27664
27664,1,-225,28166
28166,4,0,28668
28668,2,-100,28671
28671,3,-25,28674
28674,5,-25,29177
29177,6,-100,29680
29680,1,-225,29683
29683,1,-225,29687
29687,1,-225,29690
29690,7,-225,30194
30194,7,-225,30197
30197,3,-25,30201
30201,3,-25,30205
30205,3,-25,30209
30209,5,-25,30212
30212,4,0,30216
30216,4,0,30220
30220,7,-225,30223
30223,2,-100,29727
29727,4,0,29230
29230,3,-25,29233
29233,3,-25,28735
28735,4,0,28237
28237,4,0,27740
27740,1,-225,27241
27241,7,-225,27243
27243,1,-225,26744
26744,3,-25,25744
25744,3,-25,25245
25245,4,0,24745
24745,2,-100,24244
24244,5,-25,24244
24244,4,0,23743
23743,4,0,23241
23241,7,-225,23240
23240,1,-225,22238
22238,5,-25,22236
22236,1,-225,21734
21734,4,0,21232
21232,2,-100,20729
20729,5,-25,20725
20725,5,-25,20722
20722,2,-100,20219
20219,5,-25,20216
20216,1,-225,19712
19712,6,-100,19708
19708,1,-225,19704
19704,6,-100,19701
19701,7,-225,20197
20197,1,-225,20194
20194,6,-100,20191
20191,5,-25,20688
20688,7,-225,21185
21185,6,-100,21683
21683,2,-100,21680
21680,7,-225,22179
22179,7,-225,22677
22677,6,-100,23176
23176,7,-225,24175
24175,5,-25,24675
24675,2,-100,24675
24675,2,-100,24674
24674,1,-225,24674
24674,4,0,24674
24674,6,-100,25174
25174,6,-100,26175
26175,2,-100,26176
26176,7,-225,26677
26677,4,0,27178
27178,1,-225,26680
26680,4,0,27181
27181,3,-25,27183
27183,5,-25,27685
27685,6,-100,28187
28187,1,-225,28189
28189,1,-225,27692
27692,5,-25,28194
28194,5,-25,28696
28696,6,-100,28699
28699,6,-100,29202
29202,2,-100,29205
29205,3,-25,28708
28708,6,-100,29211
29211,3,-25,28713
28713,7,-225,29216
29216,4,0,29219
29219,3,-25,28722
28722,6,-100,28725
28725,4,0,28727
28727,2,-100,28229
28229,4,0,27731
27731,4,0,27733
27733,2,-100,26735
26735,7,-225,26736
26736,6,-100,26737
26737,7,-225,26739
26739,2,-100,26240
26240,6,-100,26240
26240,3,-25,25741
25741,6,-100,25741
25741,6,-100,25742
25742,1,-225,24742
24742,3,-25,24241
24241,5,-25,24241
24241,5,-25,23740
23740,5,-25,23739
23739,7,-225,23738
23738,2,-100,22736
22736,4,0,22735
22735,6,-100,22733
25343,3,-25,24719
24719,3,-25,24218
24218,3,-25,24218
24218,3,-25,23717
23717,3,-25,23716
23716,3,-25,23214
23214,3,-25,23213
23213,3,-25,22711
22711,3,-25,22710
22710,3,-25,22208
22208,3,-25,22206
22206,3,-25,21704
21704,3,-25,21701
21701,3,-25,21699
21699,3,-25,21697
21697,3,-25,21694
21694,3,-25,21692
21692,3,-25,21189
21189,3,-25,21687
21687,3,-25,21684
21684,3,-25,21682
21682,3,-25,21680
21680,3,-25,21677
21677,3,-25,21675
21675,3,-25,22173
22173,3,-25,22171
22171,3,-25,22169
22169,3,-25,22668
22668,3,-25,22666
22666,3,-25,23165
23165,3,-25,23164
23164,3,-25,23663
23663,3,-25,23662
23662,3,-25,24162
24162,3,-25,24161
24161,3,-25,24661
24661,3,-25,25161
25161,5,-25,25662
25662,5,-25,26162
26162,5,-25,26664
26664,5,-25,27165
27165,5,-25,27668
27668,5,-25,28670
28670,5,-25,29173
29173,5,-25,29676
29676,5,-25,29680
29680,5,-25,30183
30183,5,-25,30687
30687,5,-25,31192
31192,5,-25,31196
31196,5,-25,31701
31701,5,-25,31706
31706,5,-25,31711
31711,5,-25,32216
32216,5,-25,32221
32221,5,-25,32226
32226,5,-25,32231
32231,5,-25,31736
31736,5,-25,31740
31740,5,-25,31745
31745,5,-25,31249
31249,5,-25,30754
30754,5,-25,30758
30758,5,-25,30261
30261,5,-25,29765
29765,5,-25,29268
29268,5,-25,28771
28771,5,-25,28273
28273,5,-25,27775
27775,5,-25,27277
27277,5,-25,26778
26778,5,-25,26279
26279,5,-25,25780
25780,5,-25,25280
25280,5,-25,24780
24780,3,-25,23779
23779,3,-25,23278
23278,3,-25,22276
22276,3,-25,21273
21273,3,-25,20770
20770,3,-25,19767
19767,3,-25,19262
19262,3,-25,18258
18258,3,-25,17752
17752,3,-25,16747
16747,3,-25,16241
16241,3,-25,15734
15734,3,-25,15227
15227,3,-25,14720
14720,3,-25,14713
14713,3,-25,14206
14206,3,-25,14198
14198,3,-25,14190
14190,3,-25,14183
14183,3,-25,14175
14175,3,-25,14168
14168,3,-25,14660
14660,3,-25,14653
14653,3,-25,15147
15147,3,-25,15640
15640,3,-25,16134
16134,3,-25,16628
16628,3,-25,17122
17122,3,-25,17617
17617,3,-25,18613
18613,3,-25,19109
19109,3,-25,19605
19605,3,-25,20602
20602,3,-25,21099
21099,3,-25,21597
21597,3,-25,22596
22596,3,-25,23094
23094,3,-25,24094
24094,3,-25,24594
24594,3,-25,25594
25594,5,-25,26595
26595,5,-25,27597
27597,5,-25,28600
28600,5,-25,29603
29603,5,-25,30607
30607,5,-25,31612
31612,5,-25,32617
32617,5,-25,33623
33623,5,-25,34630
34630,5,-25,35138
35138,5,-25,36145
36145,5,-25,36654
36654,5,-25,37663
37663,5,-25,38172
38172,5,-25,38682
38682,5,-25,39192
39192,5,-25,39202
39202,5,-25,39712
39712,5,-25,39722
39722,5,-25,39733
39733,5,-25,39243
39243,5,-25,39253
39253,5,-25,38763
38763,5,-25,38272
38272,5,-25,37781
37781,5,-25,37290
37290,5,-25,36799
36799,5,-25,36306
36306,5,-25,35314
35314,5,-25,34821
34821,5,-25,33827
33827,5,-25,33333
33333,5,-25,32338
32338,5,-25,31843
31843,5,-25,30847
30847,5,-25,30351
30351,5,-25,29354
29354,5,-25,28856
28856,5,-25,27858
27858,5,-25,27360
27360,5,-25,26360
26360,5,-25,25861
25861,5,-25,24861
24861,3,-25,23860
23860,3,-25,22858
22858,3,-25,21856
21856,3,-25,20352
20352,3,-25,19348
19348,3,-25,18344
18344,3,-25,17338
17338,3,-25,16332
16332,3,-25,15325
15325,3,-25,13817
13817,3,-25,12809
12809,3,-25,11799
11799,3,-25,10790
10790,3,-25,10279
10279,3,-25,9268
9268,3,-25,8256
8256,3,-25,7744
7744,3,-25,7231
7231,3,-25,6718
6718,3,-25,6205
6205,3,-25,6192
6192,3,-25,6179
6179,3,-25,6166
6166,3,-25,6653
6653,3,-25,6640
6640,3,-25,7128
7128,3,-25,8116
8116,3,-25,8604
8604,3,-25,9093
9093,3,-25,10083
10083,3,-25,10573
10573,3,-25,11563
11563,3,-25,12054
12054,3,-25,13046
13046,3,-25,13538
13538,3,-25,14531
14531,3,-25,15024
15024,3,-25,16018
16018,3,-25,16512
16512,3,-25,17006
17006,3,-25,17501
17501,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,3,-25,24713
24713,3,-25,24713
24713,3,-25,24212
24212,3,-25,24211
24211,3,-25,23711
23711,3,-25,23710
23710,3,-25,23209
23209,3,-25,23207
23207,3,-25,23206
23206,3,-25,22704
22704,3,-25,22703
22703,3,-25,22701
22701,3,-25,22199
22199,3,-25,22197
22197,3,-25,22195
22195,3,-25,22193
22193,3,-25,22192
22192,3,-25,22190
22190,3,-25,22188
22188,3,-25,22186
22186,3,-25,22184
22184,3,-25,22182
22182,3,-25,22180
22180,3,-25,22678
22678,3,-25,22677
22677,3,-25,22675
22675,3,-25,22674
22674,3,-25,23172
23172,3,-25,23171
23171,3,-25,23170
23170,3,-25,23669
23669,3,-25,23668
23668,3,-25,24168
24168,3,-25,24167
24167,3,-25,24667
24667,3,-25,24667
24667,3,-25,25167
25167,5,-25,25667
25667,5,-25,26168
26168,5,-25,26669
26669,5,-25,27171
27171,5,-25,27673
27673,5,-25,28175
28175,5,-25,28678
28678,5,-25,29181
29181,5,-25,29684
29684,5,-25,29687
29687,5,-25,30191
30191,5,-25,30695
30695,5,-25,30699
30699,5,-25,31203
31203,5,-25,31208
31208,5,-25,31212
31212,5,-25,31217
31217,5,-25,31221
31221,5,-25,31226
31226,5,-25,31230
31230,5,-25,31234
31234,5,-25,31239
31239,5,-25,30743
30743,5,-25,30747
30747,5,-25,30251
30251,5,-25,30254
30254,5,-25,29758
29758,5,-25,29261
29261,5,-25,28763
28763,5,-25,28766
28766,5,-25,28268
28268,5,-25,27770
27770,5,-25,27271
27271,5,-25,26773
26773,5,-25,26273
26273,5,-25,25774
25774,5,-25,25274
25274,5,-25,24774
24774,3,-25,23773
23773,3,-25,23272
23272,3,-25,22270
22270,3,-25,21267
21267,3,-25,20764
20764,3,-25,19760
19760,3,-25,19256
19256,3,-25,18752
18752,3,-25,17747
17747,3,-25,17241
17241,3,-25,16736
16736,3,-25,16230
16230,3,-25,15723
15723,3,-25,15717
15717,3,-25,15210
15210,3,-25,15203
15203,3,-25,14696
14696,3,-25,14688
14688,3,-25,14681
14681,3,-25,15174
15174,3,-25,15167
15167,3,-25,15161
15161,3,-25,15654
15654,3,-25,16148
16148,3,-25,16142
16142,3,-25,16636
16636,3,-25,17131
17131,3,-25,17626
17626,3,-25,18621
18621,3,-25,19117
19117,3,-25,19613
19613,3,-25,20110
20110,3,-25,21107
21107,3,-25,21605
21605,3,-25,22103
22103,3,-25,23102
23102,3,-25,23601
23601,3,-25,24601
24601,3,-25,25101
25101,5,-25,26102
26102,5,-25,27104
27104,5,-25,28106
28106,5,-25,29109
29109,5,-25,30113
30113,5,-25,31117
31117,5,-25,32122
32122,5,-25,33128
33128,5,-25,33634
33634,5,-25,34641
34641,5,-25,35649
35649,5,-25,36157
36157,5,-25,36665
36665,5,-25,37674
37674,5,-25,37683
37683,5,-25,38193
38193,5,-25,38702
38702,5,-25,38712
38712,5,-25,38722
38722,5,-25,38732
38732,5,-25,38741
38741,5,-25,38751
38751,5,-25,38260
38260,5,-25,37769
37769,5,-25,37278
37278,5,-25,36786
36786,5,-25,36294
36294,5,-25,35802
35802,5,-25,34809
34809,5,-25,34315
34315,5,-25,33321
33321,5,-25,32827
32827,5,-25,31831
31831,5,-25,31336
31336,5,-25,30340
30340,5,-25,29843
29843,5,-25,28846
28846,5,-25,28348
28348,5,-25,27349
27349,5,-25,26850
26850,5,-25,25851
25851,5,-25,24851
24851,3,-25,23850
23850,3,-25,22849
22849,3,-25,21846
21846,3,-25,20843
20843,3,-25,19839
19839,3,-25,18335
18335,3,-25,17329
17329,3,-25,16323
16323,3,-25,15316
15316,3,-25,14309
14309,3,-25,13300
13300,3,-25,12291
12291,3,-25,11282
11282,3,-25,10271
10271,3,-25,9761
9761,3,-25,8749
8749,3,-25,8237
8237,3,-25,7725
7725,3,-25,7213
7213,3,-25,7200
7200,3,-25,7188
7188,3,-25,7175
7175,3,-25,7162
7162,3,-25,7650
7650,3,-25,7638
7638,3,-25,8126
8126,3,-25,8615
8615,3,-25,9604
9604,3,-25,10094
10094,3,-25,11084
11084,3,-25,11575
11575,3,-25,12566
12566,3,-25,13058
13058,3,-25,14050
14050,3,-25,14543
14543,3,-25,15536
15536,3,-25,16030
16030,3,-25,17025
17025,3,-25,17520
17520,3,-25,18015
18015,3,-25,18511
18511,3,-25,19507
19507,3,-25,20003
20003,3,-25,25001
25001,3,-25,25501
25501,5,-25,26002
26002,5,-25,27003
27003,5,-25,28006
28006,5,-25,28508
28508,5,-25,29512
29512,5,-25,30516
30516,5,-25,31520
31520,5,-25,32526
32526,5,-25,33532
33532,5,-25,34539
34539,5,-25,35546
35546,5,-25,36554
36554,5,-25,37563
37563,5,-25,38573
38573,5,-25,39584
39584,5,-25,41095
41095,5,-25,42107
42107,5,-25,43120
43120,5,-25,43633
43633,5,-25,44647
44647,5,-25,45662
45662,5,-25,46177
46177,5,-25,46692
46692,5,-25,46707
46707,5,-25,47223
47223,5,-25,46738
46738,5,-25,46754
46754,5,-25,46269
46269,5,-25,45784
45784,5,-25,45298
45298,5,-25,44812
44812,5,-25,44325
44325,5,-25,43338
43338,5,-25,42350
42350,5,-25,41862
41862,5,-25,40874
40874,5,-25,40384
40384,5,-25,39895
39895,5,-25,38904
38904,5,-25,38414
38414,5,-25,37923
37923,5,-25,37432
37432,5,-25,37440
37440,5,-25,36949
36949,5,-25,36957
36957,5,99975,36965
25343,5,-25,25208
25208,5,-25,25208
25208,6,-100,25709
25709,4,0,25209
25209,6,-100,25709
25709,6,-100,26210
26210,5,-25,26211
26211,3,-25,25712
25712,6,-100,26212
26212,4,0,26213
26213,5,-25,26214
26214,5,-25,26215
26215,5,-25,26216
26216,5,-25,26216
26216,6,-100,26217
26217,5,-25,26218
26218,4,0,26219
26219,3,-25,26220
26220,3,-25,25721
25721,6,-100,25721
25721,6,-100,25722
25722,5,-25,25723
25723,6,-100,26223
26223,6,-100,26224
26224,4,0,25725
25725,6,-100,26226
26226,5,-25,26226
26226,3,-25,25727
25727,6,-100,25727
25727,6,-100,25728
25728,4,0,25728
25728,3,-25,25228
25228,6,-100,25228
25228,6,-100,25229
25229,4,0,25229
25229,4,0,24728
24728,5,-25,24728
24728,2,-100,24228
24228,2,-100,23727
23727,4,0,23225
23225,4,0,23224
23224,3,-25,22723
22723,4,0,22721
22721,4,0,22219
22219,3,-25,22217
22217,2,-100,21715
21715,3,-25,21212
21212,4,0,21209
21209,3,-25,21207
21207,3,-25,20704
20704,5,-25,21201
21201,4,0,21198
21198,5,-25,21196
21196,2,-100,21193
21193,5,-25,21191
21191,5,-25,21688
21688,4,0,21686
21686,2,-100,21684
21684,4,0,22182
22182,2,-100,21680
21680,5,-25,22178
22178,2,-100,22176
22176,4,0,22674
22674,3,-25,22673
22673,2,-100,22671
22671,2,-100,22670
22670,3,-25,23168
23168,4,0,23167
23167,4,0,23666
23666,3,-25,24166
24166,3,-25,24165
24165,4,0,24665
24665,3,-25,24665
24665,4,0,25165
25165,5,-25,25666
25666,6,-100,26667
26667,6,-100,27169
27169,3,-25,27671
27671,5,-25,28173
28173,6,-100,28676
28676,4,0,29178
29178,3,-25,29181
29181,3,-25,29184
29184,5,-25,29688
29688,3,-25,29691
29691,6,-100,30194
30194,3,-25,30198
30198,3,-25,29702
29702,3,-25,29705
29705,6,-100,30209
30209,4,0,30212
30212,6,-100,30216
30216,5,-25,30220
30220,3,-25,30223
30223,3,-25,29727
29727,6,-100,29730
29730,6,-100,29733
29733,5,-25,29737
29737,3,-25,29240
29240,6,-100,29243
29243,6,-100,29246
29246,3,-25,28748
28748,6,-100,28250
28250,5,-25,28253
28253,4,0,27754
27754,6,-100,27256
27256,6,-100,27258
27258,6,-100,26759
26759,5,-25,26760
26760,3,-25,25761
25761,3,-25,25261
25261,4,0,24761
24761,2,-100,23760
23760,3,-25,23258
23258,4,0,22757
22757,3,-25,21754
21754,5,-25,21252
21252,3,-25,20749
20749,4,0,20246
20246,4,0,19742
19742,2,-100,19238
19238,5,-25,19234
19234,5,-25,18730
18730,3,-25,18725
18725,5,-25,18221
18221,2,-100,18216
18216,3,-25,17711
17711,5,-25,17705
17705,2,-100,17700
17700,5,-25,17695
17695,3,-25,17690
17690,5,-25,17685
17685,5,-25,18180
18180,2,-100,18175
18175,3,-25,18171
18171,2,-100,18166
18166,4,0,18662
18662,4,0,19158
19158,3,-25,19654
19654,4,0,20151
20151,5,-25,20648
20648,3,-25,21145
21145,3,-25,21643
21643,3,-25,22141
22141,2,-100,22139
22139,5,-25,23138
23138,5,-25,24137
24137,3,-25,24637
24637,3,-25,25137
25137,5,-25,25637
25637,6,-100,26639
26639,3,-25,27140
27140,5,-25,28142
28142,5,-25,28645
28645,4,0,29148
29148,6,-100,30152
30152,6,-100,31156
31156,4,0,31661
31661,6,-100,32166
32166,5,-25,32672
32672,5,-25,33178
33178,6,-100,34184
34184,4,0,34191
34191,5,-25,34697
34697,3,-25,34204
34204,5,-25,34711
34711,3,-25,34217
34217,6,-100,34724
34724,5,-25,34731
34731,6,-100,34738
34738,6,-100,34744
34744,6,-100,34251
34251,4,0,33757
33757,6,-100,33764
33764,4,0,33269
33269,6,-100,32775
32775,6,-100,32780
32780,4,0,31785
31785,5,-25,31289
31289,4,0,30293
30293,4,0,29797
29797,6,-100,29299
29299,4,0,28302
28302,6,-100,27804
27804,5,-25,27305
27305,6,-100,26806
26806,3,-25,25807
25807,5,-25,24807
24807,5,-25,24306
24306,3,-25,23305
23305,2,-100,22303
22303,4,0,21300
21300,3,-25,20297
20297,3,-25,19293
19293,5,-25,18788
18788,5,-25,18283
18283,3,-25,17278
17278,2,-100,16271
16271,5,-25,15765
15765,4,0,15258
15258,2,-100,14250
14250,3,-25,13742
13742,3,-25,13234
13234,5,-25,12725
12725,2,-100,12216
12216,2,-100,11707
11707,4,0,11698
11698,2,-100,11688
11688,5,-25,12179
12179,2,-100,11670
11670,2,-100,12161
12161,2,-100,12152
12152,4,0,12643
12643,4,0,13135
13135,5,-25,14127
14127,4,0,14620
14620,3,-25,15113
15113,3,-25,16107
16107,2,-100,16601
16601,3,-25,17096
17096,2,-100,17591
17591,3,-25,18586
18586,3,-25,19082
19082,3,-25,20079
20079,3,-25,20576
20576,2,-100,21574
21574,4,0,22072
22072,5,-25,23571
23571,3,-25,24070
24070,3,-25,25071
25071,4,0,26071
26071,5,-25,27073
27073,4,0,28075
28075,3,-25,28578
28578,6,-100,30081
30081,5,-25,31086
31086,4,0,32091
32091,6,-100,33096
33096,5,-25,34103
34103,6,-100,35110
35110,4,0,36118
36118,6,-100,37127
37127,4,0,38136
38136,4,0,38646
38646,6,-100,39656
39656,5,-25,40167
40167,3,-25,40678
40678,5,-25,40689
40689,4,0,41201
41201,5,-25,41212
41212,5,-25,41224
41224,3,-25,41235
41235,6,-100,41247
41247,6,-100,40758
40758,6,-100,40769
40769,6,-100,40280
40280,3,-25,39790
39790,6,-100,39300
39300,4,0,38309
38309,3,-25,37318
37318,3,-25,36326
36326,6,-100,35833
35833,5,-25,34840
34840,5,-25,34346
34346,6,-100,33352
33352,3,-25,32358
32358,4,0,31362
31362,6,-100,30866
30866,3,-25,29869
29869,3,-25,28872
28872,4,0,27874
27874,5,-25,27376
27376,6,-100,26877
26877,5,-25,25877
25877,5,-25,25377
25377,6,-100,24877
24877,4,0,23876
23876,4,0,22875
22875,5,-25,22373
22373,5,-25,21370
21370,2,-100,20367
20367,4,0,19363
19363,3,-25,18358
18358,3,-25,17352
17352,3,-25,16346
16346,5,-25,15339
15339,3,-25,14332
14332,3,-25,13323
13323,4,0,12314
12314,4,0,11305
11305,2,-100,10294
10294,5,-25,9783
9783,3,-25,8772
8772,5,-25,8260
8260,5,-25,7748
7748,3,-25,7235
7235,5,-25,7223
7223,2,-100,6710
6710,2,-100,6196
6196,5,-25,6183
6183,3,-25,6170
6170,4,0,6657
6657,3,-25,7145
7145,3,-25,7633
7633,4,0,8121
8121,2,-100,8609
8609,4,0,9598
9598,3,-25,10088
10088,3,-25,11078
11078,4,0,11569
11569,4,0,12560
12560,4,0,13553
13553,4,0,14545
14545,5,-25,15539
15539,2,-100,16033
16033,4,0,17027
17027,5,-25,18023
18023,4,0,19018
19018,4,0,19515
19515,5,-25,20512
20512,3,-25,21009
21009,5,-25,22007
22007,5,-25,23006
23006,5,-25,24005
24005,3,-25,24505
24505,5,-25,25005
25005,3,-25,26006
26006,3,-25,26507
26507,4,0,27009
27009,3,-25,27511
27511,5,-25,28513
28513,6,-100,29517
29517,3,-25,30021
30021,5,-25,31025
31025,5,-25,32031
32031,5,-25,33036
33036,4,0,34043
34043,6,-100,35550
35550,5,-25,36559
36559,5,-25,37568
37568,4,0,38577
38577,3,-25,39087
39087,6,-100,40598
40598,5,-25,41610
41610,5,-25,42622
42622,3,-25,43135
43135,4,0,43649
43649,4,0,44162
44162,4,0,44676
44676,5,-25,45191
45191,3,-25,45205
45205,6,-100,45719
45719,4,0,45234
45234,6,-100,45248
45248,5,-25,45263
45263,6,-100,44777
44777,5,-25,44290
44290,5,-25,43803
43803,4,0,42816
42816,5,-25,42328
42328,5,-25,41340
41340,3,-25,40351
40351,6,-100,39861
39861,3,-25,38871
38871,4,0,37880
37880,6,-100,37388
37388,3,-25,36396
36396,4,0,35904
35904,4,0,34911
34911,5,-25,34417
34417,5,-25,33923
33923,3,-25,33429
33429,3,-25,32434
32434,4,0,31939
31939,4,0,31944
31944,4,0,31448
31448,5,-25,30952
30952,5,-25,30956
30956,5,-25,30960
30960,3,99975,30464
25343,4,0,25198
25198,5,-25,25198
25198,2,-100,25198
25198,6,-100,25198
25198,4,0,25699
25699,3,-25,25199
25199,4,0,25199
25199,5,-25,25700
25700,1,-225,25200
25200,4,0,25201
25201,2,-100,25201
25201,4,0,25201
25201,7,-225,25701
25701,6,-100,25702
25702,5,-25,26203
26203,7,-225,26204
26204,1,-225,26205
26205,6,-100,26706
26706,2,-100,26207
26207,6,-100,26208
